city,state,lat,lon
Upland,CA,34.12326666666667,-117.65823333333333
Frederick,CO,40.0978,-104.9293
Fort Lupton,CO,40.108,-104.8013
Soledad,CA,36.4196,-121.3243
Johnstown,CO,40.3355,-104.9236
Sacramento,CA,38.46570272727275,-121.4508936363637
Hudson,CO,40.0606,-104.6532
Boulder,CO,40.062287500000004,-105.33761249999996
Lafayette,CO,39.998,-105.0963
Yuba City,CA,39.083933333333334,-121.63096666666667
Milliken,CO,40.3107,-104.8761
Oakland,CA,37.760596875000005,-122.139834375
Castle Pines,CO,39.4702853,-104.8804384
Snowmass Village,CO,39.2212,-106.932
Telluride,CO,37.94,-107.8214
San Jacinto,CA,33.7793,-116.65663333333333
Wellington,CO,40.7255,-105.0318
Westminster,CO,39.830375,-104.721825
Parker,CO,39.499849999999995,-104.78315
Sierra Madre,CA,33.97585,-118.1753
Bloomfield,CT,41.8316,-72.7249
Brooklyn,CT,41.7807,-71.9541
Windsor,CO,40.4739,-104.89224999999999
Burlington,CT,41.7573,-72.9444
CROMWELL,CT,41.6105,-72.6663
Collinsville,CT,41.8513,-72.9283
Coventry,CT,41.7822,-72.3332
Danbury,CT,41.34188333333333,-73.39659999999999
Darien,CT,41.0768,-73.4853
Longmont,CO,40.13805000000001,-105.146825
East Haven,CT,41.2805,-72.8741
Enfield,CT,41.8904,-72.642
Bolton,CT,41.7689,-72.4396
Centennial,CO,39.579155,-104.8769227
Granby,CT,41.967475,-72.81205
Derby,CT,41.3229,-73.08
Alamosa,CO,37.473150000000004,-105.8802
Avon,CT,41.7905,-72.8653
Greenwich,CT,41.15016,-73.51606
Harwinton,CT,41.7701,-73.0728
Santa Cruz,CA,37.0084,-122.05356666666667
Colchester,CT,41.5662,-72.3441
Hebron,CT,41.6842,-72.3986
Groton,CT,41.37845,-72.07415
Lisbon,CT,41.6047618,-72.0182274
Middletown,CT,41.5567,-72.6617
Mansfield,CT,41.7942,-72.2516
Greeley,CO,40.42893333333333,-104.58821666666667
San Marcos,CA,33.074374999999996,-117.011675
Monroe,CT,41.3312,-73.2243
South San Francisco,CA,37.4732,-122.36436666666668
Bethel,CT,41.3813,-73.4008
Broad Brook,CT,41.9042,-72.5444
Newington,CT,41.7389,-72.7242
Danielson,CT,41.7982,-71.8807
Golden,CO,39.649425,-105.23045
Orange,CT,41.2815,-73.0287
Old Lyme,CT,41.3347,-72.3086
North Branford,CT,41.3323,-72.7809
Norwalk,CT,41.17991818181818,-73.40020909090909
Evans,CO,40.3803,-104.6971
Rocky Hill,CT,41.6583,-72.6632
Norwich,CT,41.5371,-72.0849
Sharon,CT,41.8714,-73.4578
Sterling,CT,41.7156,-71.8196
Essex,CT,41.3549,-72.3965
Simsbury,CT,41.872749999999996,-72.83949999999999
East Hampton,CT,41.5761,-72.5093
Bridgeport,CT,41.23084545454545,-73.25322727272727
Fairfield,CT,41.227314285714286,-73.28352857142856
New Britain,CT,41.66955,-72.785075
Rocky Ford,CO,38.049,-103.7251
Trumbull,CT,41.2564,-73.2111
Torrington,CT,41.784,-73.0869
Wethersfield,CT,41.74655,-72.69755
Pierce,CO,40.6359,-104.7638
Marlborough,CT,41.6412,-72.4609
New London,CT,41.3507,-72.1062
Willimantic,CT,41.7149,-72.2134
Berlin,CT,41.6128,-72.719
Newark,DE,39.60427272727273,-75.6444818181818
Windsor,CT,41.8775,-72.63458333333334
Wilmington,DE,39.644148148148126,-75.58706296296295
Wiggins,CO,40.1598,-104.0468
Manchester,CT,41.7902,-72.5843
Apopka,FL,28.637900000000002,-81.42106666666666
Walnut,CA,36.4311625,-120.52738749999999
Ridgefield,CT,41.3033,-73.4305
Bay Harbor Islands,FL,25.8875948,-80.1311564
Atlantis,FL,26.5909025,-80.1008762
Aventura,FL,25.9564812,-80.1392121
Dewey Beach,DE,38.691184,-75.0752724
Oxford,CT,41.4202,-73.1296
West Hartford,CT,41.7620447,-72.7420399
Terryville,CT,41.6762,-73.0092
Clewiston,FL,26.7172,-80.9492
cocoa,FL,28.36974285714286,-80.73497142857141
Shelton,CT,41.3047,-73.1294
DeLand,FL,29.023400000000002,-81.30687499999999
Daytona Beach,FL,29.090518749999994,-81.10321875
Thornton,CO,39.8695516,-104.985181
Deltona,FL,28.9634,-81.195975
Davie,FL,26.0628665,-80.2331038
Deerfield Beach,FL,26.2559,-80.22956666666666
Dania Beach,FL,26.0524224,-80.143929
Stafford SPGS,CT,41.9538545,-72.30314
Wallingford,CT,41.394974999999995,-72.889175
Voluntown,CT,41.5831,-71.855
Litchfield,CT,41.7541,-73.2
Waterbury,CT,41.43713749999999,-72.96771875
Morris,CT,41.6881,-73.1765
Fort Myers Beach,FL,26.564500000000002,-82.0099
Ellington,CT,41.9114,-72.4626
Florida City,FL,25.4480101,-80.479102
Groveland,FL,28.5644,-81.8745
Bradenton,FL,27.447337499999996,-82.50082499999998
Haines City,FL,28.0392,-81.60575
Callahan,FL,30.552,-81.8145
Meriden,CT,41.479733333333336,-72.84870000000001
indian harbour beach,FL,28.1489365,-80.5868802
Goshen,CT,41.8335,-73.2429
Cape Canaveral,FL,28.3903,-80.6043
Arcadia,FL,27.159025,-81.883425
Homestead,FL,25.487844444444445,-80.4687888888889
inverness,FL,28.821824999999997,-82.3274
Bal Harbour,FL,25.8917613,-80.1269896
Bristol,FL,30.4223,-84.9466
DOVER,DE,39.1361,-75.50001666666667
Lauderdale By The Sea,FL,26.192028,-80.0964326
Clermont,FL,28.642380000000003,-81.71527999999999
Superior,CO,39.9527634,-105.1685977
Lake Wales,FL,27.880633333333336,-81.5929
Suffield,CT,41.98336666666667,-72.669
THOMASTON,CT,41.6786,-73.0886
Miami Gardens,FL,25.9420377,-80.2456045
Loxahatchee Groves,FL,26.6831222,-80.2593689
Maitland,FL,28.5959,-81.3127
Dade City,FL,28.35553333333333,-82.23696666666666
Lighthouse Point,FL,26.275636,-80.0872654
Fort Collins,CO,40.558755555555564,-105.18838888888891
Niceville,FL,30.5785,-86.50450000000001
Lewes,DE,38.7381,-75.1747
North Miami,FL,25.9449,-80.1391
Oakland Park,FL,26.1723065,-80.1319893
Oakland,FL,28.5547,-81.6322
Mount Dora,FL,28.79255,-81.64875
Freeport,FL,30.4896,-86.1684
Opalocka,FL,25.8977778,-80.2336111
Mexico Beach,FL,29.9395,-85.4096
Palatka,FL,29.654300000000003,-81.63866666666667
Panama City,FL,30.21148461538462,-85.71443846153845
Palm Beach Gardens,FL,26.8233946,-80.1386547
Orlando,FL,28.520904687499982,-81.2937125
Pembroke Park,FL,25.9878691,-80.1747687
hallandale beach,FL,25.9812025,-80.148379
Miami Shores,FL,25.8631515,-80.1928253
Pinellas Park,FL,27.857033333333334,-82.71263333333334
Panama City Beach,FL,30.2556,-85.8621
Royal Palm Beach,FL,26.7050822,-80.2279519
Indian Creek,FL,25.8771392,-80.1372166
Leesburg,FL,28.829725,-81.743925
Palm Coast,FL,29.493699999999997,-81.247275
Stuart,FL,27.176225000000002,-80.23115
Tavares,FL,28.801,-81.734
Temple Terrace,FL,28.0352964,-82.3892596
West Melbourne,FL,28.0736261,-80.6718389
Wellington,FL,26.6549551,-80.2375279
Winter Garden,FL,28.550066666666666,-81.4859
CORAL SPRINGS,FL,26.271192,-80.2706044
Fort Meade,FL,27.7464,-81.7823
Madeira Beach,FL,27.7980814,-82.7973247
Wilton Manors,FL,26.1603626,-80.138934
EAGLE LAKE,FL,27.9787,-81.7564
Miami,FL,25.703409523809498,-80.3335409523809
Sanford,FL,28.790966666666666,-81.2724
Lake Worth Beach,FL,26.6159698,-80.0569927
Miami Lakes,FL,25.9087056,-80.3086619
Cartersville,GA,34.19745,-84.79385
Adel,GA,31.1251,-83.4213
Brookhaven,GA,33.8584368,-84.340203
Tampa,FL,27.93314032258067,-82.45938709677414
College Park,GA,33.6534427,-84.4493725
Dacula,GA,33.987750000000005,-83.8826
Tamarac,FL,26.2128609,-80.2497707
Alpharetta,GA,34.0446,-84.29672500000001
Dalton,GA,34.776025000000004,-84.965625
Dallas,GA,33.910399999999996,-84.84495
Douglas,GA,32.766128571428574,-83.93421428571428
North Port,FL,27.066466666666667,-82.19269999999999
Jacksonville,FL,30.307491379310353,-81.63721551724146
Austell,GA,33.81003333333333,-84.61120000000001
Gainesville,GA,34.307766666666666,-83.85901666666666
Fayetteville,GA,33.4311,-84.4772
eustis,FL,28.873566666666665,-81.6255
Jesup,GA,31.57315,-81.8631
Americus,GA,32.0583,-84.23143333333333
Hahira,GA,30.9416,-83.3574
Interlachen,FL,29.6045,-81.81715
Satellite Beach,FL,28.178,-80.602
Clearwater,FL,27.952125925925927,-82.7485259259259
Jefferson,GA,33.42365,-83.47835
Lithonia,GA,33.70895,-84.13095
Columbus,GA,32.491474999999994,-84.91918749999999
Marietta,GA,33.943335714285716,-84.53299285714286
Fort Lauderdale,FL,26.13277500000001,-80.28294791666666
Sunny Isles Beach,FL,25.9426915,-80.1218486
Mableton,GA,33.82425,-84.58245
Johns Creek,GA,34.0181557,-84.190196
Newnan,GA,33.37424,-84.7913
Clarkston,GA,33.8101,-84.2388
Peachtree Corners,GA,33.9701009,-84.2215869
Commerce,GA,34.170766666666665,-83.47919999999999
Richmond Hill,GA,31.8962,-81.294
Rome,GA,34.298300000000005,-85.21016
Riverdale,GA,33.5599,-84.41835
Dahlonega,GA,34.528800000000004,-83.98035
Oliver,GA,32.5281,-81.5332
Hiram,GA,33.8673,-84.7699
Rockmart,GA,33.9979,-85.0594
Sarasota,FL,27.30115294117647,-82.48183529411763
Savannah,GA,32.008036363636364,-81.0933909090909
Eastman,GA,32.2084,-83.186
Perry,GA,32.4605,-83.7283
Tifton,GA,31.462899999999998,-83.5436
Braselton,GA,34.1389,-83.7812
LaGrange,GA,33.03163333333333,-85.02686666666666
East Point,GA,33.6795531,-84.4393724
Albany,GA,31.560211111111112,-84.1716888888889
